geo_cep;geo_uf;geo_cidade;geo_bairro
60011120;CE;FORTALEZA;FARIAS BRITO
54315050;PE;JABOATAO GUARARAPES;PRAZERES
63800000;CE;QUIXERAMOBIM;CENTRO
60030090;CE;FORTALEZA;CENTRO
62685000;CE;PARAIPABA;LAGOINHA
59040150;RN;NATAL;ALECRIM
61939020;CE;MARACANAU;RUA LESTE
60355000;CE;FORTALEZA ;ALVORO WEYNE
62940000;CE;MORADA NOVA;CENTRO
60830320;CE;FORTALEZA;MESSEJANA
60000000;CE;FORTALEZA;ANCURI
81690400;PR;CURITIBA;POSTO PINHEIRO
60840290;CE;FORTALEZA;MESSEJANA
60000000;CE;CAUCAIA;ARIANOPOLIS
61905570;CE;MARACANAU ;CONJ. JEREISSATE 1
60871200;CE;FORTALEZA;CAJAZEIRAS
61700995;CE;AQUIRAZ;PORTO DAS DUNAS
60000000;CE;FORTALEZA;CAJAZEIRAS
62042270;CE;SOBRAL;DERBY CLUBE
06321620;SP;CARAPICUIBA;VILA SILVIANIA
60035010;CE;FORTALEZA;JACARECANGA
60040000;CE;FORTALEZA;CENTRO
63020070;CE;JUAZEIRO DO NORTE ;SAO MIGUEL 
60055970;CE;FORTALEZA;CENTRO
60165120;CE;FORTALEZA ;PRAIA DE IRACEMA
60040531;CE;FORTALEZA;FATIMA
60425682;CE;FORTALEZA;DAMAS
62840000;CE;BEBERIBE;SERRA DO FELIX
60811340;CE;FORTALEZA ;AGUA FRIA 
62930000;CE;LIMOEIRO DO NORTE ;ZONA RURAL
61905000;CE;MARACANAU;PARQUE PIRATININGA
37550000;MG;POUSO ALEGRE;DIST. INDUSTRIAL
62300000;CE;VICOSA DO CEARA;CENTRO
60030010;CE;FORTALEZA;CENTRO
61939120;CE;MARACANAU;DISTRITO INDUSTRIAL
6000000;CE;HORIZONTE;CENTRO
60000000;CE;IBIAPINA;CENTRO
60871165;CE;FORTALEZA;MESSEJANA
60840390;CE;FORTALEZA;MESSEJANA
20031205;RJ;RIO DE JANEIRO;CENTRO
60060120;CE;FORTALEZA;CENTRO
60160150;CE;FORTALEZA;CENTRO
62764000;CE;MULUNGU;LAMEIRAO
62920000;CE;QUIXERE;CENTRO
62590000;CE;ITAREMA;CENTRO
07223180;SP;GARULHOS;CID. INDUSTRIAL
60175651;CE;FORTALEZA;PAPICU
03122010;SP;SAO PAULO ;MOOCA
62400000;CE;CAMOCIM;CENTRO
60862730;CE;FORTALEZA;BARROSO
60120270;CE;FORTALEZA;TAUAPE
61000000;CE;FORTALEZA;CENTRO
60730740;CE;FORTALEZA;VILA PERY
07750000;SP;CAJAMAR;JORDANESIA
59012300;RN;NATAL ;PETROPOLIS
61931040;CE;MARACANAU;DISTRITO INDUSTRIAL
60000000;CE;FORTALEZA;BELA VISTA
60160110;CE;FORTALEZA;MEIRELES
60165180;CE;FORTALEZA;MEIRELES
62856000;CE;CASCAVEL;GUANACES
60320000;CE;FORTALEZA;OLAVO BILAC
60180410;CE;FORTALEZA;MUCURIPE
60115191;CE;FORTALEZA;JOAQUIM TAVORA
60015061;CE;FORTALEZA;CENTRO
60165050;CE;FORTALEZA;PRAIA DE IRACEMA
61700000;CE;AQUIRAZ;CARACARA
03274140;SP;SAO PAULO;SAO PAULO
61939210;CE;MARACANAU;PAJUCARA
60610200;CE;FORTALEZA;HENRIQUE JORGE
60165090;CE;FORTALEZA ;MEIRELES
60135040;CE;FORTALEZA;DIONISIO TORRES
60170001;CE;FORTALEZA;ALDEOTA
60710000;CE;FORTALEZA;PARANGABA
60415510;CE;FORTALEZA;VILA UNIAO
60000000;CE;EUSEBIO;PARQUE SANTA CLARA
60835050;CE;FORTALEZA;EDSON QUEIROZ
60340005;CE;FORTALEZA;BARRA DO CEARA
61939150;CE;MARACANAU;DISTRITO INDUSTRIAL
60011170;CE;FORTALEZA;OTAVIO BONFIM
60130230;CE;FORTALEZA;DIONISIO TORRES
60811341;CE;FORTALEZA;COCO
60415390;CE;FORTALEZA;FATIMA
62687000;CE;PARAIPABA;CENTRO
61760000;CE;EUSEBIO;AUTODROMO
60720600;CE;FORTALEZA;PARANGABA
60125120;CE;FORTALEZA;MEIRELES
60025130;CE;FORTALEZA ;CENTRO 
55930000;PE;CAMUTANGA;ZONA RURAL
6000000;CE;PEDRA BRANCA;CENTRO
60055172;CE;FORTALEZA;JOAQUIM TAVORA
75035810;GO;ANAPOLIS;JOQUEI CLUBE
60416480;CE;FORTALEZA;BOM FUTURO
60415540;CE;FORTALEZA;FATIMA
62030000;CE;SOBRAL;JUNCO
60175295;CE;FORTALEZA;PAPICU
49400000;SE;LAGARTO;DISTRITO INDUSTRIAL
61910000;CE;MARACANAU;PAJUÇARA
62762000;CE;ARATUBA;CENTRO
04634010;SP;SAO PAULO;VILA SANTA CATARINA
20060060;RJ;RIO DE JANEIRO;CENTRO
6000000;CE;FORTALEZA;JACARECANGA
60834220;CE;FORTALEZA;EDSON QUEIROZ
60177340;CE;FORTALEZA;DUNAS
60325000;CE;FORTALEZA;FARIAS BRITO
60533190;CE;FORTALEZA;CONJUNTO CEARA
60165081;CE;FORTALEZA;MEIRELES
60430350;CE;FORTALEZA;RODOLFO TEOFILO
61760000;CE;EUSÉBIO;COAÇU
60115000;CE;FORTALEZA ;PRAIA DE IRACEMA
60035110;CE;FORTALEZA;CENTRO
60325001;CE;FORTALEZA ;SAO GERARDO
60415510;CE;FORTALEZA;FATIMA
60347140;CE;FORTALEZA;BARRA DO CEARA
60831295;CE;FORTALEZA ;LAGOA REDONDA 
60420280;CE;FORTALEZA;VILA UNIAO
60430270;CE;FORTALEZA;RODOLFO TEOFILO
60831271;CE;FORTALEZA;LAGOA REDONDA
60165070;CE;FORTAEZA;MEIRELES
60450610;CE;FORTALEZA;PARQUE ARAXA
61760000;CE;EUSEBIO;JABUTI
60864311;CE;FORTALEZA;CAJAZEIRAS
60000000;CE;JAGUARIBE;CENTRO
60055100;CE;FORTALEZA;CENTRO
60000000;CE;ITAITINGA;CENTRO
60130420;CE;FORTALEZA;S. J. TAUAPE
61600630;CE;CAUCAIA;VILA CARLOUBER
62680000;CE;PARACURU;VELA BRANCA
60714685;CE;FORTALEZA;PASSARE
60180470;CE;FORTALEZA;VICENTE PINZON
60820000;CE;FORTALEZA;JARDIM DAS OLIVEIRAS
60055110;CE;FORTALEZA;CENTRO
06422120;SP;SÃO PAULO;BARUERI
60862210;CE;FORTALEZA;PASSARÉ
60135101;CE;FORTALEZA;DIONISIO TORRES
75920000;MA;PORTO FRANCO;DISTRITO INDUSTRIAL
60170000;CE;FORTALEZA;ALDEOTA
60873250;CE;Fortaleza;Messejana
60356215;CE;FORTALEZA;PADRE ANDRADE
60040530;CE;FORTALEZA;FATIMA
60165121;CE;FORTALEZA;MUCURIPE
61648300;CE;CAUCAIA;PARQUE POTIRA
60720600;CE;FORTALEZA;BOM SUCESSO
60110141;CE;FORTALEZA;CENTRO
61905090;CE;MARACANAU;ALTO DA MANGUEIRA
60000000;CE;FORTALEZA;MESSEJANA
60871200;CE;FORTALEZA;MESSEJANA
60025000;CE;FORTALEZA;CENTRO
60831250;CE;FORTALEZA;GUAJURU
60730255;CE;FORTALEZA;PARQUE SÃO JOSÉ
36092000;MG;JUIZ DE FORA;DISTRITO INDUSTRIAL
60822280;CE;FORTALEZA;CAMBEBA
75460000;GO;NEROPOLIS;NEROPOLIS
60135900;CE;FORTALEZA;DIONÍSIO TORRES
62770000;CE;PACOTI;SANTANA
60821421;CE;FORTALEZA;MEIRELES
60035111;CE;FORTALEZA;CENTRO
60874380;CE;FORTALEZA ;MESSEJANA
62780000;CE;PALMACIA;CENTRO
6191000;CE;MARACANAU;D. INDUSTRIAL
60336200;CE;FORTALEZA;ALVARO WEYNE
87701970;PR;PARANAVAI;SEDE
60811340;CE;FORTALEZA;EDSON QUEIROZ
60425812;CE;FORTALEZA;DAMAS
53401970;PE;PAULISTA;IGARASSU
60841090;CE;FORTALEZA;MESSEJANA
60140160;CE;FORTALEZA;ALDEOTA
61605730;CE;CAUCAIA;CAPUAN
61900290;CE;MARACANAÚ ;CONJ. JEIRESSATI I 
60341630;CE;FORTALEZA;BARRA DO CEARA
87791970;PR;PARANAVAÍ;ZONA RURAL
60150161;CE;FORTALEZA;ALDEOTA
61700000;CE;AQUIRAZ;DIVINEIA
63100000;CE;CRATO;PIMENTA
61930000;CE;MARACANAU;PAJUCARA
60190080;CE;FORTALEZA;ALDEOTA
60742170;CE;FORTALEZA;SERRINHA
60830080;CE;FORTALEZA;MESSEJANA
60761315;CE;FORTALEZA;ITAPERI
60350550;CE;FORTALEZA;PADRE ANDRADE
60020000;CE;FORTALEZA;CENTRO
21040300;RJ;RIO DE JANEIRO;BOM SUCESSO
60860100;CE;FORTALEZA;DIAS MACEDO
60862810;CE;FORTALEZA;MESSEJANA
20930309;RJ;RIO DE JANEIRO;SAO CRISTOVAO
58310000;PB;CABEDELO;RENASCER
60830560;CE;FORTALEZA;MESSEJANA
60160230;CE;FORTALEZA;MEIRELES
60055070;CE;FORTALEZA;CENTRO
61650110;CE;CAUCAIA;PARQUE POTIRA
60721110;CE;FORTALEZA;PARANGABA
18120000;SP;MAIRINQUE;D. INDUSTRIAL
62875000;CE;CHOROZINHO ;CENTRO 
60822575;CE;FORTALEZA;CID.DOS FUNCIONARIOS
60730115;CE;FORTALEZA;VILA PERY
60165080;CE;FORTALEZA;MEIRELES
49400000;SE;LAGARTO ;SUBURBIO
60415510;CE;FORTALEZA;ALTO DA BALANÇA
60000000;CE;BATURITE;CENTRO
51170300;PE;RECIFE;IMBIBEIRA
62850000;CE;CASCAVEL;GUANACES
60410790;CE;FORTALEZA;VILA UNIAO
60110370;CE;FORTALEZA;MEIRELES
60863300;CE;FORTALEZA;BARROSO
60015220;CE;FORTALEZA;CENTRO
60130820;CE;FORTALEZA;AEROLANDIA 
58322000;PB;CONDE;DIST. INDUSTRIAL 
13279010;CE;VALINHOS;VALE VERDE
60110120;CE;FORTALEZA;ALDEOTA
60175070;CE;FORTALEZA;MEIRELES
60035100;CE;FORTALEZA;CENTRO
60842090;CE;FORTALEZA;MESSEJANA
60862630;CE;FORTALEZA;BARROSO
25230030;RJ;DUQUE DE CAXIAS;C. RIO PETROPOLIS
54580000;PE;CABO DE SANTO ;PONTEZINHA
61890000;CE;GUAIÚBA;CENTRO
60421105;CE;FORTALEZA;MONTESE
60000000;CE;FORTALEZA;PADRE ANDRADE
60060430;CE;FORTALEZA;PRAIA IRACEMA
61921430;CE;MARACANAU;ALTO ALEGRE II
60010000;CE;FORTALEZA;CENTRO
60192200;CE;FORTALEZA;COCÓ
60060090;CE;FORTALEZA;CENTRO
60510430;CE;FORTALEZA;PICI
62880000;CE;HORIZONTE;ANINGAS
47800000;BA;BARREIRAS;ITABOCAS
60000000;CE;EUSEBIO;CENTRO
62930000;CE;LIMOEIRO DO NORTE;CENTRO
60742170;CE;FORTALEZA;MONDUBIM
62760000;CE;FORTALEZA;CENTRO
60325000;CE;FORTALEZA ;OTAVIO BOMFIM
59200000;RN;SANTA CRUZ;CENTRO
60873630;CE;FORTALEZA;MESSEJANA
59655000;RN;AREIA BRANCA;DIST DE PEDRINHA
60020180;CE;FORTALEZA;CENTRO
32242210;MG;CONTAGEM;J. RIACHO DAS PEDRAS
62685000;CE;PARAIPABA;CENTRO
60866350;CE;FORTALEZA;CJ. SAO CRISTOVAO
60182640;CE;FORTALEZA;MUCURIPE
60542164;CE;FORTALEZA;PARANGABA
59140220;RN;PARNAMIRIM;CENTRO
62430000;CE;GRANJA;CENTRO
61760000;CE;EUSÉBIO;PEDRAS
61700000;CE;AQUIRAZ;BAIXA GRANDE
60811450;CE;FORTALEZA;EDSON QUEIROZ
60325000;CE;FORTALEZA;ALAGADIÇO
60115222;CE;FORTALEZA ;JOAQUIM TAVORA
60720420;CE;FORTALEZA;PARANGABA
61939110;CE;MARACANAU;DISTRITO INDUSTRIAL
60330090;CE;FORTALEZA;VILA VELHA
60866681;CE;FORTALEZA;JANGURUSSU
60320350;CE;FORTALEZA;SAO GERARDO
62400000;CE;CAMOCIM ;AEROPORTO
21040300;RJ;RIO DE JANEIRO;BONSUCESSO
40820260;BA;SALVADOR;PONTA DO FERNANDINHO
60110301;CE;FORTALEZA;PIEDADE
60030160;CE;FORTALEZA;CENTRO
60165010;CE;FORTALEZA;CENTRO
13201801;SP;JUNDIAI;CENTRO
60000000;PB;CAMPINA GRANDE;BODOCONGO
60150280;CE;FORTALEZA;ALDEOTA
50790540;PE;RECIFE;CURADO
61760000;CE;EUSEBIO;PEDRAS
60010843;CE;FORTALEZA;FARIAS BRITO
74455020;GO;GOIANIA;SAO FRANCISCO
60192050;CE;FORTALEZA;PAPICU
62770000;CE;PACOTI;ZONA RURAL
20211903;CE;RIO DE JANEIRO;CIDADE NOVA
60040160;CE;FORTALEZA;CENTRO
88730000;SC;SAO LUDGERO;CENTRO
62670000;CE;SAO GONCALO DO AMARANTE;CENTRO
60160281;CE;FORTALEZA;ALDEOTA
63260000;CE;BREJO SANTO;RODOVIARIA
62595000;CE;CRUZ;ANINGAS
61760000;CE;EUSEBIO;PEDRA
60870440;CE;FORTALEZA ;PQ. SANTA MARIA 
60860140;CE;FORTALEZA;DIAS MACEDO
60170210;CE;FORTALEZA;MEIRELES
53417690;PE;PAULISTA;TORRES GALVAO
61635000;CE;CAUCAIA ;PARQUE TABAPUA
60455610;CE;FORTALEZA;PARQUELANDIA
61800970;CE;FORTALEZA;JEREISSATI
60752694;CE;FORTALEZA;MONDUBIM
60025130;CE;FORTALEZA;CENTRO
61634270;CE;CAUCAIA;TABAPUAZINHO
60170241;CE;FORTALEZA;CENTRO
60871201;CE;FORTALEZA;MESSEJANA
60822130;CE;FORTALEZA;CID. FUNCIONARIOS
05048010;SP;SÃO PAULO;NÃO INFORMADO
60863290;CE;FORTALEZA;BARROSO
62850000;CE;CASCAVEL;JUAREZ QUEIROZ
60075100;CE;FORTALEZA;CENTRO
05723320;SP;SAO PAULO;JD. SANTO ANTONIO
60842395;CE;FORTALEZA;PAUPINA
60170280;CE;FORTALEZA;ALDEOTA
62840000;CE;BEBERIBE;CENTRO
60821780;CE;FORTALEZA;C DOS FUNCIONARIOS
60040100;CE;FORTALEZA;CENTRO
6002000;CE;FORTALEZA;CENTRO
60331240;CE;FORTALEZA;BARRA DO CEARÁ
62870000;CE;PACAJUS;ZONA RURAL
60160280;CE;FORTALEZA;CENTRO
60020031;CE;FORTALEZA;CENTRO
60000000;CE;FORTALEZA ;PARANGABA
60020181;CE;Fortaleza;Antônio Bezerra
60356400;CE;FORTALEZA;PE. ANDRADE
60176065;CE;FORTALEZA;PAPICU
60874410;CE;FORTALEZA;MESSEJANA
62840000;CE;BEBERIBE;SUCATINGA
60030140;CE;FORTALEZA;CENTRO
60160230;CE;FORTALEZA;ALDEOTA
60310002;CE;FORTALEZA;ALVARO WEYNE
63430000;CE;ICO;NOVO CENTRO
60863260;CE;FORTALEZA;BARROSO
61656160;CE;CAUCAIA;ARIANOPOLIS
62823000;CE;JAGUARUANA;CENTRO
60741215;CE;FORTALEZA ;SERRINHA
64008120;PI;TERESINA;MEMORATE
61900000;CE;PACATUBA;CEASA
60010270;CE;FORTALEZA;JACARECANGA
60020970;CE;FORTALEZA ;BENFICA 
17034300;SP;SAO PAULO;BAURU
13308200;SP;ITU;PIRAPITINGUI
60015141;CE;FORTALEZA;CENTRO
61900000;CE;MARACANAU;CONJUNTO MARACANAU
20048900;RJ;NITEROI;PONTA D´AREIA
87800000;PR;RONDON;ZONA RURAL
14095160;SP;RIBEIRAO PRETO;LAGOINHA
61943060;CE;MARANGUAPE;NOVO MARANGUAPE I
60190570;CE;FORTALEZA;PAPICU
60841032;CE;FORTALEZA;MESSEJANA
61910000;CE;MARACANAU;DISTRITO INDUSTRIAL
61900630;CE;MARACANAÚ;ALTO ALEGRE
60010690;CE;FORTALEZA;CENTRO
62900000;CE;RUSSAS;CENTRO
60821825;CE;FORTALEZA ;PARQUE MANIBURA
60710001;CE;FORTALEZA;PARANGABA
63260000;CE;BREJO SANTO;CENTRO
60130490;CE;FORTALEZA;SAO JOAO DO TAUAPE 
62860000;CE;PINDORETAMA;SEDE
62190000;CE;GROAÍRAS;CENTRO
61600000;CE;CAUCAIA;PARQUE POTIRA
60000000;CE;FORTALEZA;BAIRRO
60150060;CE;FORTALEZA;ALDEOTA
60310003;CE;FORTALEZA;BARRA DO CEARA
60873250;CE;FORTALEZA;MESSEJANA
60000000;CE;FORTAEZA;CENTRO
60862730;CE;FORTALEZA;MESSEJANA
62880000;CE;HORIZONTE;CATOLE
04578000;SP;SAO PAULO;BROOKLIN PAULISTA
60441350;CE;FORTALEZA;MEIRELES
60811015;CE;FORTALEZA;SALINAS
60020290;CE;FORTALEZA;BENFICA
60860634;CE;FORTALEZA;PASSARE
6100000;CE;MARANGUAPE;MARANGUAPE
62600000;CE;ITAPAJE;CENTRO
61910000;CE;MARACANAU;PAJUCARA
60356830;CE;FORTALEZA;ANTONIO BEZERRA
60742520;CE;FORTALEZA;CASTELÃO
61605680;CE;CAUCAIA;PLANALTO CAUCAIA
06693810;SP;ITAPEVI;SAGRADO CORACAO
24040300;RJ;NITEROI;CENTRO
61700000;CE;AQUIRAZ;CENTRO
60110260;CE;FORTALEZA;ALDEOTA
61623140;CE;CAUCAIA;MESTRE ANTONIO
60060370;CE;FORTALEZA;PRAIA DE IRACEMA
62674000;CE;SAO GONCALO DO AMARANTE;PECEM
60822131;CE;FORTALEZA;C. DOS FUNCIONARIOS
60000000;CE;PEREIRO;CENTRO
60752100;CE;FORTALEZA ;P. AYRTON SENNA
60534090;CE;FORTALEZA;GENIBAU
06612000;SP;JANDIRA;JARDIM ALVORADA
62690000;CE;TRAIRI;MUNDAU
60840300;CE;FORTALEZA;MESSEJANA
60320680;CE;FORTALEZA;JACARECANGA
62350000;CE;UBAJARA;CENTRO
60765171;CE;FORTALEZA;MONDUBIM
03084010;SP;SAO PAULO;CONCEICAO
03276010;SP;SÃO PAULO;VILA DIVA
60160120;CE;FORTALEZA;ALDEOTA
61655100;CE;CAUCAIA;ARATURI
60025001;CE;FORTALEZA;CENTRO 
60170151;CE;FORTALEZA;DIONÍSIO TORRES
61760000;CE;EUSEBIO;LAGOINHA 
04662020;SP;SAO PAULO;SANTO AMARO
96160000;RS;CAPAO DO LEAO;JARDIM AMERICA
60180110;CE;FORTALEZA;MEIRELES
60720001;CE;FORTALEZA;PARANGABA
60811340;CE;FORTALEZA;COCO
61700000;CE;AQUIRAZ;AQUIRAZ
18070680;SP;SOROCABA;NOVA SOROCABA
6000000;CE;QUIXELO;CENTRO
60000000;CE;FORTALEZA;MEIRELES
60160090;CE;FORTALEZA;MEIRELES
60135040;CE;FORTALEZA;CENTRO
60532690;CE;FORTALEZA;CONJ. CEARA
60120002;CE;FORTALEZA;ALDEOTA
60325003;CE;FORTALEZA;SAO GERARDO
62736000;CE;PARAMOTI;CENTRO
60534160;CE;FORTALEZA;PARQUE JENIBAU
60060510;CE;FORTALEZA;PRAIA DE IRACEMA.
60175575;CE;FORTALEZA;VICENTE PIZON
62815000;CE;FORTIM;CENTRO
60000000;CE;FORTALEZA;PAJUÇARA
60000000;PB;SOUZA;JARDIM IRACEMA
6000000;CE;FORTALEZA;PAÇUJARA
60822325;CE;FORTALEZA;CAMBEBA
62842000;CE;BEBERIBE;SUCATINGA
60000000;CE;ARACATI;CENTRO
60425610;CE;FORTALEZA;PARANGABA
60877700;CE;FORTALEZA;ANCURI
61760000;CE;EUSEBIO;AMADOR
62297000;CE;CATUNDA;CENTRO
60125120;CE;FORTALEZA;ALDEOTA
60811520;CE;FORTALEZA;E. QUEIROZ
61800000;CE;PACATUBA;CENTRO
03182040;SP;SAO PAULO;MOOCA
61900000;CE;MARACANAU;PAJUCARA
60035131;CE;FORTALEZA;CENTRO
60000000;DF;FD;FD
60170041;CE;FORTALEZA;ALDEOTA
60175650;CE;FORTALEZA;APICUA
62250000;CE;IPU;CENTRO
62791000;CE;REDENCAO;ANTONIO DIOGO
60830641;CE;FORTALEZA;AGUA FRIA 
60765075;CE;FORTALEZA;MONDUBIM
83322190;PR;PINHAIS;PINHAIS
03045000;SP;SAO PAULO;BRAZ
59675000;RN;GROSSOS;CENTRO
76100000;GO;SAO LUIS M. BELOS;ALVORADA
88830000;CE;BARRACÃO;MORRO DA FUMAÇA
78180000;MT;SANTO ANTONIO DO LEV;ZONA RURAL
60430280;CE;FORTALEZA;RODOLFO TEOFILO
60335430;CE;FORTALEZA;ALVARO WEYNE
60860000;CE;FORTALEZA;DIAS MACEDO
60711520;CE;FORTALEZA;MARAPONGA
60410620;CE;FORTALEZA;VILA UNIAO
60000000;CE;FORTALEZA;J. WALTER
60823000;CE;FORTALEZA;C. DOS FUNCIONARIOS
60863280;CE;FORTALEZA;BARROSO
60864520;CE;FORTALEZA;CAJAZEIRAS
61640000;CE;MARANGUAPE;OUTRA BANDA
60863300;CE;FORTALEZA;MESSEJANA
60000000;SP;SÃO PAULO;SÃO PAULO
62320000;CE;TIANGUA;PLANALTO
21011050;RJ;RIO DE JANEIRO;PENHA CIRCULAR
75920000;CE;SANTA HELENA DE GOIA;ZONA RURAL
61939160;CE;MARACANAU;DISTRITO INDUSTRIAL
40800310;BA;SALVADOR ;SAO TOME 
03279220;CE;FORTALEZA;VILA EMA
60165060;CE;FORTALEZA;CAIS DO PORTO
60030101;CE;FORTALEZA;CENTRO
60451970;CE;FORTALEZA;CAMPUS DO PICI
60840110;CE;FORTALEZA;MESSEJANA
60331270;CE;FORTALEZA;BARRA DO CEARÁ
60830020;CE;FORTALEZA;CAJAZEIRAS
59580000;RN;MAXARANGUAPE;AREA RURAL
60190800;CE;FORTALEZA;PAPICU
62795000;CE;BARREIRA;CENTRO
60832680;CE;FORTALEZA;LAGOA REDONDA
24040300;RJ;RIO DE JANEIRO;NITEROI
60864190;CE;FORTALEZA;PQUE. STA. MARIA
60862810;CE;FORTALEZA;BARROSO
75195000;GO;BONFINOPOLIS;ZONA RURAL
60864310;CE;FORTALEZA;CAJAZEIRAS
60000000;CE;FORTALEZA;CENTRO
60762120;CE;FORTALEZA;MONDUBIM
60035000;CE;FORTALEZA;CENTRO
60030200;CE;FORTALEZA;CENTRO
60874502;CE;FORTALEZA;MESSEJANA
60020130;CE;FORTALEZA;CENTRO
60830900;CE;FORTALEZA;CAMBEBA
60130340;CE;FORTALEZA;TAUAPE
60130160;CE;FORTALEZA;JOAQUIM TAVORA
